Model_Title,Model_Name,Model_Description,Model_Type,Model_Download_link_Type,Model_Download_link,VAE_Download_link_Type,VAE_Download_link
HassansBlend,HassansBlend (torrent),"Still has a focus on being photorealistic but allows for some additional poses, sex scenes etc. Samples included on the page along with the images with metadata to copy.
https://rentry.org/sdhassan

View sample albums from this model
Other: https://imgur.com/a/c8VEbGJ
Tentacles: https://imgur.com/a/l5hg69w
Retro realistic: https://imgur.com/a/N5W5Rtn
Normal nudes: https://imgur.com/a/14jAPBN
Hardcore: https://imgur.com/a/WZJSvha",merged,torrent,magnet:?xt=urn:btih:6f8922abab22b5380730e703547e05c3ff05e446&dn=HassansBlend1.3.ckpt&tr=udp%3a%2f%2fwambo.club%3a1337%2fannounce&tr=udp%3a%2f%2ftracker.dutchtracking.com%3a6969%2fannounce&tr=udp%3a%2f%2ftc.animereactor.ru%3a8082%2fannounce&tr=udp%3a%2f%2ftracker.uw0.xyz%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.kamigami.org%3a2710%2fannounce&tr=http%3a%2f%2ftracker.files.fm%3a6969%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.zerobytes.xyz%3a1337%2fannounce&tr=https%3a%2f%2ftracker.nitrix.me%3a443%2fannounce&tr=http%3a%2f%2fnovaopcj.icu%3a10325%2fannounce&tr=udp%3a%2f%2faaa.army%3a8866%2fannounce&tr=https%3a%2f%2ftracker.imgoingto.icu%3a443%2fannounce&tr=udp%3a%2f%2ftracker.shkinev.me%3a6969%2fannounce&tr=udp%3a%2f%2fblokas.io%3a6969%2fannounce&tr=udp%3a%2f%2fapi.bitumconference.ru%3a6969%2fannounce&tr=udp%3a%2f%2fcutiegirl.ru%3a6969%2fannounce&tr=udp%3a%2f%2fln.mtahost.co%3a6969%2fannounce&tr=udp%3a%2f%2fvibe.community%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.vulnix.sh%3a6969%2fannounce&tr=udp%3a%2f%2fwassermann.online%3a6969%2fannounce&tr=udp%3a%2f%2fkanal-4.de%3a6969%2fannounce&tr=udp%3a%2f%2fmts.tvbit.co%3a6969%2fannounce&tr=udp%3a%2f%2fadminion.n-blade.ru%3a6969%2fannounce&tr=udp%3a%2f%2fbenouworldtrip.fr%3a6969%2fannounce&tr=udp%3a%2f%2fsd-161673.dedibox.fr%3a6969%2fannounce&tr=udp%3a%2f%2f47.ip-51-68-199.eu%3a6969%2fannounce&tr=udp%3a%2f%2fcdn-1.gamecoast.org%3a6969%2fannounce&tr=udp%3a%2f%2fdaveking.com%3a6969%2fannounce&tr=http%3a%2f%2frt.tace.ru%3a80%2fannounce&tr=udp%3a%2f%2fforever-tracker.zooki.xyz%3a6969%2fannounce&tr=udp%3a%2f%2ffree-tracker.zooki.xyz%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.publictracker.xyz%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.skynetcloud.site%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.altrosky.nl%3a6969%2fannounce&tr=http%3a%2f%2f5rt.tace.ru%3a60889%2fannounce&tr=https%3a%2f%2ftracker.lilithraws.cf%3a443%2fannounce&tr=http%3a%2f%2ftracker.sakurato.xyz%3a23333%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2fzephir.monocul.us%3a6969%2fannounce&tr=http%3a%2f%2ftracker2.itzmx.com%3a6961%2fannounce&tr=http%3a%2f%2ftracker3.itzmx.com%3a6961%2fannounce&tr=http%3a%2f%2fh4.trakx.nibba.trade%3a80%2fannounce&tr=udp%3a%2f%2fline-net.ru%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dyne.org%3a6969%2fannounce&tr=udp%3a%2f%2fmail.realliferpg.de%3a6969%2fannounce&tr=udp%3a%2f%2fstorage.groupees.com%3a6969%2fannounce&tr=udp%3a%2f%2ftorrent.tdjs.tech%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.v6speed.org%3a6969%2fannounce&tr=udp%3a%2f%2fcdn-2.gamecoast.org%3a6969%2fannounce&tr=udp%3a%2f%2fbms-hosxp.com%3a6969%2fannounce&tr=udp%3a%2f%2fteamspeak.value-wolf.org%3a6969%2fannounce&tr=udp%3a%2f%2fkoli.services%3a6969%2fannounce&tr=udp%3a%2f%2finferno.demonoid.is%3a3391%2fannounce&tr=udp%3a%2f%2fipv4.tracker.harry.lu%3a80%2fannounce&tr=udp%3a%2f%2ftracker.cyberia.is%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.ds.is%3a6969%2fannounce&tr=udp%3a%2f%2fretracker.akado-ural.ru%3a80%2fannounce&tr=udp%3a%2f%2fdiscord.heihachi.pw%3a6969%2fannounce&tr=udp%3a%2f%2fchanchan.uchuu.co.uk%3a6969%2fannounce&tr=udp%3a%2f%2faruacfilmes.com.br%3a6969%2fannounce&tr=udp%3a%2f%2fedu.uifr.ru%3a6969%2fannounce&tr=udp%3a%2f%2fpublictracker.xyz%3a6969%2fannounce&tr=udp%3a%2f%2fwww.torrent.eu.org%3a451%2fannounce&tr=http%3a%2f%2fvps02.net.orel.ru%3a80%2fannounce&tr=udp%3a%2f%2fbt2.archive.org%3a6969%2fannounce&tr=http%3a%2f%2ftracker.noobsubs.net%3a80%2fannounce&tr=udp%3a%2f%2ftracker.zum.bi%3a6969%2fannounce&tr=udp%3a%2f%2fdpiui.reedlan.com%3a6969%2fannounce&tr=udp%3a%2f%2fengplus.ru%3a6969%2fannounce&tr=udp%3a%2f%2fultra.zt.ua%3a6969%2fannounce&tr=udp%3a%2f%2fnagios.tks.sumy.ua%3a80%2fannounce&tr=udp%3a%2f%2f61626c.net%3a6969%2fannounce&tr=udp%3a%2f%2ft2.leech.ie%3a1337%2fannounce&tr=https%3a%2f%2ftrakx.herokuapp.com%3a443%2fannounce&tr=udp%3a%2f%2fbt1.archive.org%3a6969%2fannounce&tr=https%3a%2f%2ftracker.tamersunion.org%3a443%2fannounce&tr=udp%3a%2f%2ft1.leech.ie%3a1337%2fannounce&tr=udp%3a%2f%2fus-tracker.publictracker.xyz%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce&tr=http%3a%2f%2ft.nyaatracker.com%3a80%2fannounce&tr=udp%3a%2f%2ft3.leech.ie%3a1337%2fannounce&tr=udp%3a%2f%2f3rt.tace.ru%3a60889%2fannounce&tr=udp%3a%2f%2fretracker.lanta-net.ru%3a2710%2fannounce&tr=udp%3a%2f%2fvalakas.rollo.dnsabr.com%3a2710%2fannounce&tr=udp%3a%2f%2frutorrent.frontline-mod.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2fopentor.org%3a2710%2fannounce&tr=udp%3a%2f%2fadm.category5.tv%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.army%3a6969%2fannounce&tr=udp%3a%2f%2ftracker2.dler.org%3a80%2fannounce&tr=udp%3a%2f%2ftracker.fortu.io%3a6969%2fannounce&tr=http%3a%2f%2fbt.3kb.xyz%3a80%2fannounce&tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&tr=https%3a%2f%2f1337.abcvg.info%3a443%2fannounce&tr=udp%3a%2f%2ftracker0.ufibox.com%3a6969%2fannounce&tr=udp%3a%2f%2fmovies.zsw.ca%3a6969%2fannounce&tr=udp%3a%2f%2fcode2chicken.nl%3a6969%2fannounce&tr=udp%3a%2f%2fu.wwwww.wtf%3a1%2fannounce&tr=udp%3a%2f%2ftracker.0x.tf%3a6969%2fannounce&tr=http%3a%2f%2fpublictracker.ch%3a6969%2fannounce&tr=udp%3a%2f%2fbioquantum.co.za%3a6969%2fannounce&tr=udp%3a%2f%2fwww.midea123.z-media.com.cn%3a6969%2fannounce&tr=http%3a%2f%2fretracker.sevstar.net%3a2710%2fannounce&tr=udp%3a%2f%2ftracker.blacksparrowmedia.net%3a6969%2fannounce&tr=udp%3a%2f%2fgit.vulnix.sh%3a6969%2fannounce&tr=udp%3a%2f%2fadmin.videoenpoche.info%3a6969%2fannounce,,
HassansBlend,HassansBlend (gdrive),"Still has a focus on being photorealistic but allows for some additional poses, sex scenes etc. Samples included on the page along with the images with metadata to copy.
https://rentry.org/sdhassan

View sample albums from this model
Other: https://imgur.com/a/c8VEbGJ
Tentacles: https://imgur.com/a/l5hg69w
Retro realistic: https://imgur.com/a/N5W5Rtn
Normal nudes: https://imgur.com/a/14jAPBN
Hardcore: https://imgur.com/a/WZJSvha",merged,gdrive,https://drive.google.com/file/d/1ERfmat7EourtvR06KtXEkVXqUwaeXWh1/view?usp=share_link,,
HassansBlend,HassansBlend (mega),"Still has a focus on being photorealistic but allows for some additional poses, sex scenes etc. Samples included on the page along with the images with metadata to copy.
https://rentry.org/sdhassan

View sample albums from this model
Other: https://imgur.com/a/c8VEbGJ
Tentacles: https://imgur.com/a/l5hg69w
Retro realistic: https://imgur.com/a/N5W5Rtn
Normal nudes: https://imgur.com/a/14jAPBN
Hardcore: https://imgur.com/a/WZJSvha",merged,mega,https://mega.nz/file/UCpnHAhI#KCKMDDZIClQYU6IWilun-Ldt92Dg3SsbvW5qXnA0wIk,,
MMDv1-18,MMDv1-18 (huggingface),"A merge of an exorbitant number of models.
Info https://huggingface.co/ShinCore/MMDv1-18",merged,huggingface,https://huggingface.co/ShinCore/MMDv1-18/resolve/main/MMD%20V1-18%20MODEL%20MERGE%20(TONED%20DOWN)%20ALPHA.ckpt,,
MMDv1-18,MMDv1-18 (huggingface),"A merge of an exorbitant number of models.
Info https://huggingface.co/ShinCore/MMDv1-18",merged,huggingface,https://huggingface.co/ShinCore/MMDv1-18/resolve/main/MMD%20V1-18%20MODEL%20MERGE%20ALPHA.ckpt,,
samdoartsultmerge.ckpt [8687d7a5],samdoartsultmerge.ckpt [8687d7a5] (torrent),"Here's a merged model using the original, chewtoy's model, and Chris(orginalcode)'s model",merged,torrent,magnet:?xt=urn:btih:7357defc010aa7e05e60f29149ad20b09aec78ad&dn=samdoartsultmerge.ckpt&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.altrosky.nl%3a6969%2fannounce&tr=udp%3a%2f%2fp4p.arenabg.com%3a1337%2fannounce&tr=udp%3a%2f%2fopen.demonii.com%3a1337%2fannounce&tr=udp%3a%2f%2fmovies.zsw.ca%3a6969%2fannounce&tr=udp%3a%2f%2fipv4.tracker.harry.lu%3a80%2fannounce&tr=udp%3a%2f%2ffe.dealclub.de%3a6969%2fannounce&tr=udp%3a%2f%2fexplodie.org%3a6969%2fannounce&tr=udp%3a%2f%2fexodus.desync.com%3a6969%2fannounce&tr=udp%3a%2f%2fbt1.archive.org%3a6969%2fannounce&tr=udp%3a%2f%2f6ahddutb1ucc3cp.ru%3a6969%2fannounce&tr=https%3a%2f%2ftracker.nanoha.org%3a443%2fannounce,,
samdoartsultmerge.ckpt [8687d7a5],samdoartsultmerge.ckpt [8687d7a5] (huggingface),"Here's a merged model using the original, chewtoy's model, and Chris(orginalcode)'s model",merged,huggingface,https://huggingface.co/jinofcoolnes/sammod/resolve/main/samdoartsultmerge.ckpt,,
70gg30LD70k.ckpt [402dc090],70gg30LD70k.ckpt [402dc090] (torrent),"A merge between gg1342_testrun1_pruned.ckpt and LD-70k-1e-pruned.ckpt, 70-30 ratio.
This list isn't for merges, you can make them yourself with the WebUI.
This one is here because it is referenced (and asked for) so often.",merged,torrent,magnet:?xt=urn:btih:5667722f227d1534232182de77730f8aa7ff8212&dn=70gg30LD70k.ckpt&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2F9.rarbg.com%3A2810%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A6969%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=https%3A%2F%2Fopentracker.i2p.rocks%3A443%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.tiny-vps.com%3A6969%2Fannounce&tr=udp%3A%2F%2Fzecircle.xyz%3A6969%2Fannounce&tr=udp%3A%2F%2Fyahor.ftp.sh%3A6969%2Fannounce&tr=udp%3A%2F%2Fvibe.sleepyinternetfun.xyz%3A1738%2Fannounce&tr=udp%3A%2F%2Fv2.iperson.xyz%3A6969%2Fannounce&tr=udp%3A%2F%2Fuploads.gamecoast.net%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker2.dler.org%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker1.bt.moack.co.kr%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.theoks.net%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.tcp.exchange%3A6969%2Fannounce&tr=udp%3A%2F%2Ftracker.swateam.org.uk%3A2710%2Fannounce&tr=udp%3A%2F%2Ftracker.publictracker.xyz%3A6969%2Fannounce&tr=http%3A%2F%2Ftracker.bt4g.com%3A2095%2Fannounce,,
wd1-2_sd1-4_merged.ckpt [2037c511],wd1-2_sd1-4_merged.ckpt [2037c511] (torrent),"A merge between Waifu Diffusion v1.2 and Stable Diffusion v1.4 at unknown ratio.
This list isn't for merges, you can make them yourself with the WebUI.
This one is here because it is referenced (and asked for) so often.",merged,torrent,magnet:?xt=urn:btih:a1515e051c61ac55e64a7961da956dc2f5c00e90&dn=wd1-2_sd1-4_merged.ckpt&tr=udp%3A%2F%2Ftracker.opentrackr.org%3A1337%2Fannounce&tr=udp%3A%2F%2F9.rarbg.com%3A2810%2Fannounce&tr=udp%3A%2F%2Ftracker.openbittorrent.com%3A6969%2Fannounce&tr=udp%3A%2F%2Fopentracker.i2p.rocks%3A6969%2Fannounce&tr=https%3A%2F%2Fopentracker.i2p.rocks%3A443%2Fannounce&tr=http%3A%2F%2Ftracker.openbittorrent.com%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.torrent.eu.org%3A451%2Fannounce&tr=udp%3A%2F%2Fopen.stealth.si%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker1.bt.moack.co.kr%3A80%2Fannounce&tr=udp%3A%2F%2Ftracker.moeking.me%3A6969%2Fannounce&tr=udp%3A%2F%2Fp4p.arenabg.com%3A1337%2Fannounce&tr=udp%3A%2F%2Fopen.demonii.com%3A1337%2Fannounce&tr=udp%3A%2F%2Fipv4.tracker.harry.lu%3A80%2Fannounce&tr=udp%3A%2F%2Fexplodie.org%3A6969%2Fannounce&tr=udp%3A%2F%2Fexodus.desync.com%3A6969%2Fannounce&tr=https%3A%2F%2Ftracker.nanoha.org%3A443%2Fannounce&tr=https%3A%2F%2Ftracker.lilithraws.org%3A443%2Fannounce&tr=https%3A%2F%2Ftr.burnabyhighstar.com%3A443%2Fannounce&tr=http%3A%2F%2Ftracker.mywaifu.best%3A6969%2Fannounce&tr=http%3A%2F%2Ftracker.dler.org%3A6969%2Fannounce&tr=http%3A%2F%2Ftracker.bt4g.com%3A2095%2Fannounce,,
Hiten girl_anime_8k_wallpaper_4k.ckpt [7831dea3],Hiten girl_anime_8k_wallpaper_4k.ckpt [7831dea3] (huggingface),"Useful for merging.
Custom Dreambooth model based off of the artist Hiten. Dataset was 6 training images, and 34 regularization images. Trained for 4000 steps.
Uses the Waifu Diffusion v1.2 model as a base.
To use the model, simply insert the name 'Hiten' into your prompts. The class token used was 'girl_anime_8k_wallpaper'. Append the class token after Hiten for stronger results. EX: ""1girl by Hiten girl_anime_8k_wallpaper""
Info: https://huggingface.co/BumblingOrange/Hiten",Dreambooth,huggingface,https://huggingface.co/BumblingOrange/Hiten/resolve/main/Hiten%20girl_anime_8k_wallpaper_4k.ckpt,,
nanachiDB-42imgs-5000steps.ckpt,nanachiDB-42imgs-5000steps.ckpt (mega),"nanachi 42 images on top of yiffy-e15
keyword: nanachiDB cute_furry_girl",Dreambooth,mega,https://mega.nz/file/xE9gFQYK#f61_2_OvDSOd4VRW3W9EoLpImwCBf1hauUFhW-iNtRw,,
rizaDB-54imgs-4500steps.ckpt,rizaDB-54imgs-4500steps.ckpt (mega),"ryza dreambooth model (54 images on top of WD 1.3 beta)
keyword: rizaDB anime_girl (yes I misspelled the name)
Attention: it can generate nsfw result by default",Dreambooth,mega,https://mega.nz/file/dc1EDKCa#NTXIyMRCpFfS8BsW3s-VeT950ApRTzE8_aVciLmx1bM,,
bea-14000-pruned-fp16.ckpt [802a681b],bea-14000-pruned-fp16.ckpt [802a681b] (torrent),"Bea (Pokemon S/S) NSFW DreamBooth model
Dataset Size: 24 hand-picked, hand-cropped fanart images, 50% SFW, 50% NSFW
Steps: 14000
Learning Rate: 6.5e-07
Trigger Phrase (Identifier + Class): sks girl
All training images depict the character as at least 18 years old - I am not responsible for the generation results using this model file.
Training data included in torrent.",Dreambooth,torrent,"magnet:?xt=urn:btih:18c7932594fcf2b67434103d3af422a92ebac625&dn=dreambooth-bea-nsfw&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.skyts.net%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce",,
bea-14000-pruned-fp16.ckpt [802a681b],bea-14000-pruned-fp16.ckpt [802a681b] (torrent),"Bea (Pokemon S/S) NSFW DreamBooth model
Dataset Size: 24 hand-picked, hand-cropped fanart images, 50% SFW, 50% NSFW
Steps: 14000
Learning Rate: 6.5e-07
Trigger Phrase (Identifier + Class): sks girl
All training images depict the character as at least 18 years old - I am not responsible for the generation results using this model file.
Training data included in torrent.",Dreambooth,torrent,"magnet:?xt=urn:btih:18c7932594fcf2b67434103d3af422a92ebac625&dn=dreambooth-bea-nsfw&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.skyts.net%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce",,
2b-10000-pruned-fp16.ckpt [8cf4478f],2b-10000-pruned-fp16.ckpt [8cf4478f] (torrent),"YoRHa 2B (Nier) DreamBooth NSFW
Dataset Size: 18 hand-picked, hand-cropped fanart images, roughly half of them NSFW
Steps: 10000
Learning Rate: 6.5e-07
Trigger Phrase (Identifier + Class): sks girl
All training images depict the character as at least 18 years old - I am not responsible for the generation results using this model file.
Training data included in torrent.",Dreambooth,torrent,magnet:?xt=urn:btih:14f5414d184f36c1932f310661eb82e14165931b&dn=dreambooth-2b-nsfw&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.skyts.net%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce,,
misato-10000-pruned-fp16.ckpt [c51e4c77],misato-10000-pruned-fp16.ckpt [c51e4c77] (torrent),"Misato Katsuragi (Casual Outfit) (Neon Genesis Evangelion) DreamBooth NSFW
Dataset Size: 21 hand-picked, hand-cropped fanart images, roughly half of them NSFW
Steps: 10000
Learning Rate: 6.5e-07 (i think?)
Base Model: WD 1.3 epoch 8
Trigger Phrase (Identifier + Class): sks katsuragi_misato
All training images depict the character as at least 18 years old - I am not responsible for the generation results using this model file.
Training images included in torrent.",Dreambooth,torrent,magnet:?xt=urn:btih:b4751304bbb04c719233436f92806cf278da74ab&dn=dreambooth-misato-nsfw&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.skyts.net%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.moeking.me%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce,,
hilda-v2-8000-pruned-fp16.ckpt [d2c8eef1],hilda-v2-8000-pruned-fp16.ckpt [d2c8eef1] (torrent),"Hilda (Pokemon) DreamBooth NSFW
Dataset Size: 24 hand-picked, hand-cropped fanart images, roughly half of them NSFW
Steps: 8000
Base Model: WD 1.3 epoch 8
Trigger Phrase (Identifier + Class): sks hilda_(pokemon)
All training images depict the character as at least 18 years old - I am not responsible for the generation results using this model file.",Dreambooth,torrent,magnet:?xt=urn:btih:37c7fc96d630dafc14c3e46526507ca66e760afc&dn=dreambooth-hilda-nsfw&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2fp4p.arenabg.com%3a1337%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2fopen.demonii.com%3a1337%2fannounce,,
nagatoro-4000-pruned-fp16.ckpt [8c5ff341],nagatoro-4000-pruned-fp16.ckpt [8c5ff341] (torrent),"Nagatoro DreamBooth NSFW
Dataset Size: 16 hand-picked, hand-cropped fanart images, roughly half of them NSFW
Learning Rate: 2.9e-07 (imgs*0.18)
Steps: 4000
Trigger Phrase (Identifier + Class): sks nagatoro_hayase
All training images depict the character as at least 18 years old - I am not responsible for the generation results using this model file.",Dreambooth,torrent,magnet:?xt=urn:btih:fc70fc0613601df43ffc7e7921250debf925db7b&dn=dreambooth-nagatoro-nsfw&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2ftracker1.bt.moack.co.kr%3a80%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce,,
gawr_gura-4000-pruned-fp16.ckpt [cbd4da60],gawr_gura-4000-pruned-fp16.ckpt [cbd4da60] (torrent),"Gawr Gura (Hololive) DreamBooth Model NSFW
Dataset Size: 24 hand-picked, hand-cropped fanart images, roughly half of them NSFW
Learning Rate: 4.3e-07 (imgs*0.18)
Steps: 4000
Trigger Phrase (Identifier + Class): sks gawr_gura
All training images depict the character as at least 18 years old - I am not responsible for the generation results using this model file.",Dreambooth,torrent,magnet:?xt=urn:btih:9200076f1cc41258a8069a6c44e948f5f6cd515b&dn=dreambooth-gura-nsfw&tr=udp%3a%2f%2ftracker.opentrackr.org%3a1337%2fannounce&tr=udp%3a%2f%2f9.rarbg.com%3a2810%2fannounce&tr=udp%3a%2f%2ftracker.openbittorrent.com%3a6969%2fannounce&tr=http%3a%2f%2ftracker.openbittorrent.com%3a80%2fannounce&tr=udp%3a%2f%2fopentracker.i2p.rocks%3a6969%2fannounce&tr=https%3a%2f%2fopentracker.i2p.rocks%3a443%2fannounce&tr=udp%3a%2f%2ftracker.torrent.eu.org%3a451%2fannounce&tr=udp%3a%2f%2fopen.stealth.si%3a80%2fannounce&tr=udp%3a%2f%2ftracker1.bt.moack.co.kr%3a80%2fannounce&tr=udp%3a%2f%2ftracker.tiny-vps.com%3a6969%2fannounce&tr=udp%3a%2f%2ftracker.pomf.se%3a80%2fannounce&tr=udp%3a%2f%2ftracker.dler.org%3a6969%2fannounce,,
